sample_id,vehicle_structure,readable,has_xy_yaw,has_left_right_clearance,has_body_clearance,has_full_boundary,has_boundary_confidence,has_vehicle_profile_id,has_vehicle_profile_fingerprint,boundary_distance_semantics_verified,body_clearance_min_m,body_clearance_p05_m,body_clearance_p50_m,body_clearance_mean_m,body_clearance_negative_ratio,body_clearance_lt_0p5_ratio,longest_body_clearance_lt_0p5_m,corridor_width_min_m,map_id,true_label
sample_8ce37dfbe9163167aa27,unknown,True,True,True,True,False,False,False,False,False,0.2707615694303001,1.1652768419972355,2.225132074008774,2.123887093335823,0.0,0.007124352331606218,3.5999999999999943,8.99972167277867,map_011,0
sample_53a2e6951eed431c6465,unknown,True,True,True,True,False,False,False,False,False,1.0964196552699796,1.3727924345830909,2.139602124820976,2.119161380826838,0.0,0.0,0.0,8.996038302034963,map_011,0
sample_00bae321675e8f0241ef,unknown,True,True,True,True,False,False,False,False,False,1.0943655023691405,1.5420362768451552,2.355870918318492,2.2414359939974484,0.0,0.0,0.0,8.997443120799769,map_011,0
sample_ea4683037e1c1728c57e,unknown,True,True,True,True,False,False,False,False,False,1.0430060846508824,1.3724195745656875,2.121971408186563,2.1088036865769393,0.0,0.0,0.0,8.996038302318322,map_011,0
sample_62bcd8cdc763d4ca2a0e,unknown,True,True,True,True,False,False,False,False,False,0.6891817202888371,1.3441797833295712,2.202363273123911,2.146439872309172,0.0,0.0,0.0,8.999515801935544,map_011,0
sample_8313797c832c9440c6d2,unknown,True,True,True,True,False,False,False,False,False,0.27500825555386893,1.1301282889405306,2.2564676460835824,2.1111544201796986,0.0,0.007124352331606218,3.5999999999999943,8.999633674699488,map_011,0
sample_7e602c1bb159460305dc,unknown,True,True,True,True,False,False,False,False,False,0.6037517498917162,1.326214307137013,2.2333757137044246,2.1499223636145133,0.0,0.0,0.0,8.999516471540975,map_011,0
sample_ebed1c44803cfdc53b9a,unknown,True,True,True,True,False,False,False,False,False,0.5819940174884453,0.7880457601158654,1.805660773044322,1.798035986106119,0.0,0.0,0.0,8.996410344896173,map_011,0
sample_fd599463453eb91769b8,unknown,True,True,True,True,False,False,False,False,False,0.8165684793413224,1.119326362633394,1.9240069323716726,1.944170968709952,0.0,0.0,0.0,8.996005461027261,map_011,0
sample_3a3922dcee6045df73a5,unknown,True,True,True,True,False,False,False,False,False,-1.360621377292413,-1.0757070159420863,0.24026393190737072,0.07303146181908897,0.3704663212435233,0.7247409326424871,152.0,4.8,map_011,0
sample_05c14460cb0a7cb1884f,unknown,True,True,True,True,False,False,False,False,False,0.9577888801207812,1.5052449927487106,2.351089229973028,2.2349517955046236,0.0,0.0,0.0,8.9974668531842,map_011,0
sample_b5d8f094a67e6e12eb90,unknown,True,True,True,True,False,False,False,False,False,0.12164057583491594,0.4144783533407578,1.615964630846034,1.7012902111650348,0.0,0.07338657457371034,27.0,8.997844431741616,map_011,0
sample_b8f1e3dcdc9b422eb768,unknown,True,True,True,True,False,False,False,False,False,-1.5421897703589136,-1.163360784996535,0.1169618098829488,-0.03114733090541217,0.44063039723661485,0.8972366148531952,443.20000000000005,4.8,map_011,0
sample_769bc6ff371b508264d7,unknown,True,True,True,True,False,False,False,False,False,0.4598635217070665,1.3584453165984045,2.349579822697259,2.2101386428793823,0.0,0.00108084738434933,1.0,8.999587265965477,map_011,0
sample_ca846e16d32ca37c0291,unknown,True,True,True,True,False,False,False,False,False,0.2749212497872822,1.1301248694771653,2.260047866874813,2.1119689479745962,0.0,0.007124352331606218,3.5999999999999943,8.99961733205945,map_011,0
sample_8b27799e6dab0994379c,unknown,True,True,True,True,False,False,False,False,False,-1.618358237133576,-1.2655575985191678,-0.003212934590829164,-0.1447663956923156,0.501727115716753,0.9516407599309153,447.40000000000003,4.8,map_011,0
sample_c86879825e1c9e832ec5,unknown,True,True,True,True,False,False,False,False,False,0.8165684793413224,1.119326362633394,1.9240069323716726,1.944170968709952,0.0,0.0,0.0,8.996005461027261,map_011,0
sample_d3740d2e7b66daaafcc7,unknown,True,True,True,True,False,False,False,False,False,1.1360427344742066,1.4341402399988694,2.1196841735854184,2.115740585459062,0.0,0.0,0.0,8.995222955559793,map_011,1
sample_3cba0d094215c6a27a97,unknown,True,True,True,True,False,False,False,False,False,1.1583616973287674,1.5421489344870083,2.3545716257011264,2.2392849689216425,0.0,0.0,0.0,8.99741877053364,map_011,1
sample_fa4a7c18dc9e40c2ae71,unknown,True,True,True,True,False,False,False,False,False,-1.360621377292413,-1.0757070159420863,0.24026393190737072,0.07303146181908897,0.3704663212435233,0.7247409326424871,152.0,4.8,map_011,1
sample_ba2e9280fc38ed97aefa,unknown,True,True,True,True,False,False,False,False,False,0.9477671715483709,1.339909746202811,2.1357562908527417,2.0676027949428457,0.0,0.0,0.0,8.99830818553384,map_011,1
sample_794cbfcbe426efd1e80f,unknown,True,True,True,True,False,False,False,False,False,0.6232852132942954,1.374116360816926,2.349430201649905,2.210669283167025,0.0,0.0,0.0,8.999628615997572,map_011,1
sample_3074a5bc261ef55a80fc,unknown,True,True,True,True,False,False,False,False,False,0.8487279063443098,1.4679011013908134,2.2775209633443967,2.207617710038273,0.0,0.0,0.0,8.994957072816202,map_011,1
sample_e0fcfef453ab2ea97675,five_axis,True,True,True,True,False,False,True,True,False,-0.08938775861105336,2.5431957260244893,2.950985546502115,2.899419747965422,0.007662835249042145,0.010642826734780758,4.933541291420056,9.999709076383741,map_012,1
sample_ad9ae178c7337eaf36ed,unknown,True,True,True,True,False,False,False,False,False,-0.09454086084163893,2.218847973089718,2.851573552868901,2.786639528030101,0.011919965942954448,0.01447424435930183,6.733717697141969,9.99979801208023,map_012,0
sample_a07e26385f8289aaa4cb,unknown,True,True,True,True,False,False,False,False,False,-0.09511991072158651,1.9829151014083686,2.8523870890199143,2.72430234843094,0.011914893617021277,0.01446808510638298,6.702500505762828,9.992060715631283,map_012,0
sample_e2f5b2a56b242195b4a4,unknown,True,True,True,True,False,False,False,False,False,-0.4318203287895992,-0.305812154970717,0.2549834751957669,0.23001135463408715,0.13239676458067262,0.8663260962111536,221.60000000000002,4.8,map_012,0
sample_37b0894dce8c9d7f549f,unknown,True,True,True,True,False,False,False,False,False,-0.08630515769089177,0.7424628230777685,1.5857461822723349,1.6952568411546403,0.012293344637558287,0.017804154302670624,6.619640107609314,9.95505429324632,map_012,0
sample_bfdc26a3023709d469fd,unknown,True,True,True,True,False,False,False,False,False,-0.09466736571597983,2.218834109658462,2.8515978075719772,2.7866944423424402,0.011919965942954448,0.01447424435930183,6.733541291420067,9.999709076383741,map_012,1
sample_d55adfa7faaaa56d0c38,unknown,True,True,True,True,False,False,False,False,False,-0.4318203287895992,-0.305812154970717,0.2549834751957669,0.23001135463408715,0.13239676458067262,0.8663260962111536,221.60000000000002,4.8,map_012,1
sample_fc64c65b62c243c5641e,unknown,True,True,True,True,False,False,False,False,False,-0.09272731396640801,2.2698738647508727,2.853188952226585,2.7824277695626676,0.01277139208173691,0.01447424435930183,6.7034933441912585,9.995388318230393,map_012,1
sample_a8056c4485bc40c90857,unknown,True,True,True,True,False,False,False,False,False,-0.09395889396554218,2.06026612643848,2.8322714329809067,2.7436033829481192,0.012340425531914894,0.01446808510638298,6.636986225056603,9.991898631732344,map_012,1
sample_ee636e67e257db3ef35d,unknown,True,True,True,True,False,False,False,False,False,-0.09466736571597983,2.218834109658462,2.8515978075719772,2.7866944423424402,0.011919965942954448,0.01447424435930183,6.733541291420067,9.999709076383741,map_012,1
sample_cd963f5a9d35253edf5f,unknown,True,True,True,True,False,False,False,False,False,-0.23556365395560164,0.2243001759407237,1.0595672302751726,1.2215524594603662,0.029349213100808166,0.18162484049340705,12.199999999999989,9.957839821461441,map_012,1
sample_6091cf82be73a6db411c,unknown,True,True,True,True,False,False,False,False,False,-0.09454086084163893,2.218847973089718,2.851573552868901,2.786639528030101,0.011919965942954448,0.01447424435930183,6.733717697141969,9.99979801208023,map_012,1
sample_0c85bc0bf316e8c49c2f,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,0
sample_28a59c1806b6039cab0e,five_axis,True,True,True,True,True,True,True,True,True,1.0173858586194757,1.6517070482198168,2.2397353836974174,2.2176874714052106,0.0,0.0,0.0,8.972822423908138,map_013,0
sample_907bdd4df3e22a817925,five_axis,True,True,True,True,True,True,True,True,True,1.0173858586194757,1.6517070482198168,2.2397353836974174,2.2176874714052106,0.0,0.0,0.0,8.972822423908138,map_013,0
sample_623c4336f2b10ed53349,five_axis,True,True,True,True,True,True,True,True,True,1.0173858586194757,1.6517070482198168,2.2397353836974174,2.2176874714052106,0.0,0.0,0.0,8.972822423908138,map_013,0
sample_a005f03ee55c81eeba6b,five_axis,True,True,True,True,False,False,True,True,False,2.325566664128612,2.5822209729778196,2.628455268371094,2.6199146977373995,0.0,0.0,0.0,8.969872216042027,map_013,0
sample_7407801c593e614ab364,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_e78784bc73a8e73f30d0,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_c61ee1012cb7f6db05fe,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_e73f6bb7e1a5baa7cfaf,five_axis,True,True,True,True,False,False,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_ea30772900686bbf0aa5,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_642ab2c5ce8a264d7350,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_5571e0361bea30ecef3e,five_axis,True,True,True,True,False,False,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_6e3f1b42678687377dfc,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_38a39e2816f88a858167,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_9892880eee9fb760ca27,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_70bf3a37a812269a7058,five_axis,True,True,True,True,True,True,True,True,True,1.0173858586194757,1.6517070482198168,2.2397353836974174,2.2176874714052106,0.0,0.0,0.0,8.972822423908138,map_013,1
sample_c5f55daae0abfa47383d,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_94aba4be3325bf7e2a33,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_a641c37b4c914d0e2d3d,five_axis,True,True,True,True,True,True,True,True,False,2.811649872581633,2.8436756304751607,3.118004059687549,3.140408427366037,0.0,0.0,0.0,8.966190261071713,map_013,1
sample_045965030b29bcde16b6,six_axis,True,True,True,True,False,False,True,True,False,0.4953523146764831,1.6353989181967692,2.454395745282234,2.33358614238126,0.0,0.00025154068670607473,0.26169021475266163,8.82434360131155,map_013,0
sample_213d618838a6e60b1980,six_axis,True,True,True,True,False,False,True,True,False,2.103251992942447,2.45322095248846,2.6178964066252775,2.616802601231773,0.0,0.0,0.0,8.8250642800126,map_013,0
sample_4fa786cbaa5d984f679a,six_axis,True,True,True,True,False,False,True,True,False,-0.49934509573119845,-0.08476363867634351,0.40448697128984445,0.33719385583611977,0.05496164004527732,0.7885800528235442,244.79999999999995,4.8,map_013,1
sample_d84f949a98d094178cf7,six_axis,True,True,True,True,False,False,True,True,False,0.5017385768403593,1.7171084973691282,2.4600964441094897,2.3535595641121105,0.0,0.0,0.0,8.825062370348736,map_013,1
sample_46ad19b78a480be21cab,six_axis,True,True,True,True,False,False,True,True,False,1.3750366533246545,1.7391061177188956,2.61548643927229,2.530872878016742,0.0,0.0,0.0,8.812009352269575,map_013,1
sample_3476279e75bb09d4e877,six_axis,True,True,True,True,False,False,True,True,False,-0.49934509573119845,-0.08476363867634351,0.40448697128984445,0.33719385583611977,0.05496164004527732,0.7885800528235442,244.79999999999995,4.8,map_013,1
sample_ef415458beb27b6e0c24,five_axis,True,True,True,True,True,True,True,True,False,3.4185573070476813,3.4812467779385323,3.6555466592311836,3.720162205562617,0.0,0.0,0.0,9.833918940073673,map_014,0
sample_6cd4cc4964173038f5e3,five_axis,True,True,True,True,False,False,True,True,False,0.18488764998272575,1.4102667448468882,2.9757651959232456,2.7934620285423875,0.0,0.016045739579490962,17.0,9.899352901917016,map_014,0
sample_fa9508bc16f9aa0dc302,five_axis,True,True,True,True,True,True,True,True,False,3.4185573070476813,3.4812467779385323,3.6555466592311836,3.720162205562617,0.0,0.0,0.0,9.833918940073673,map_014,0
sample_759903cce70d6430b454,five_axis,True,True,True,True,True,True,True,True,False,3.4185573070476813,3.4812467779385323,3.6555466592311836,3.720162205562617,0.0,0.0,0.0,9.833918940073673,map_014,0
sample_c2b3e31dad37e6240b6e,five_axis,True,True,True,True,True,True,True,True,False,3.4185573070476813,3.4812467779385323,3.6555466592311836,3.720162205562617,0.0,0.0,0.0,9.833918940073673,map_014,0
sample_add12056a7335206c34a,five_axis,True,True,True,True,True,True,True,True,False,3.4185573070476813,3.4812467779385323,3.6555466592311836,3.720162205562617,0.0,0.0,0.0,9.833918940073673,map_014,0
sample_34053e38c8f01e3e774f,five_axis,True,True,True,True,True,True,True,True,False,3.4185573070476813,3.4812467779385323,3.6555466592311836,3.720162205562617,0.0,0.0,0.0,9.833918940073673,map_014,0
sample_bf196227bae1cf65d6be,six_axis,True,True,True,True,False,False,True,True,False,0.17581345750516122,1.1092212784124729,2.8344738156016316,2.646084158220439,0.0,0.024178663713547436,19.799999999999955,9.86560718602366,map_014,1
sample_1e753e5655ce526ebdab,five_axis,True,True,True,True,False,False,True,True,False,-0.4186135735686083,-0.38081630849730863,0.4119513460442774,0.6766280379875476,0.2749003984063745,0.5737051792828686,28.73936062163765,4.601788936856041,map_015,1
sample_37394d95483d96d12243,unknown,True,True,True,True,False,False,False,False,False,0.26194807462875236,0.297723332636334,0.4173899931214642,0.7903382172483795,0.0,0.5737051792828686,28.65578107795215,4.600637424717146,map_015,1
sample_cd03c50385ae025cc103,unknown,True,True,True,True,False,False,False,False,False,0.3263258736147898,0.33689650176136277,0.4213428257775216,0.8162829278147923,0.0,0.5697211155378487,28.45466355569337,4.601413693636502,map_015,1
sample_27bb95f5902eb0b6f32f,unknown,True,True,True,True,False,False,False,False,False,0.31937343683505115,0.33104680507485806,0.41678029031378605,0.8086900460531132,0.0,0.5697211155378487,28.46566304476828,4.604540644900647,map_015,1
sample_1953faa47e9e86fef6e9,unknown,True,True,True,True,False,False,False,False,False,-0.7619108000996464,-0.703643517020816,0.345912353435446,0.5200894743338564,0.3705179282868526,0.6055776892430279,30.339360621637653,4.601788936856041,map_015,1
sample_4c0f0ce218e0e139ff06,five_axis,True,True,True,True,False,True,True,True,False,0.23662132436697592,0.41212424726265595,2.473205196698519,4.038280108543811,0.0,0.0627177700348432,15.066451276608518,4.295971337628557,map_016,0
sample_38198aa5505643578f87,five_axis,True,True,True,True,False,False,True,True,False,0.43349576378219234,0.43509919659447593,1.5120292545505416,1.1911395082240521,0.0,0.2935540069686411,67.60000000000001,4.609575686334823,map_016,0
sample_4d22612711824a33218a,five_axis,True,True,True,True,False,False,True,True,False,0.43349576378219234,0.43509919659447593,1.5120292545505416,1.1911395082240521,0.0,0.2935540069686411,67.60000000000001,4.609575686334823,map_016,0
sample_e7fb94a1e71f71c77d27,six_axis,True,True,True,True,False,False,True,True,False,0.43343926751091644,0.43617621568781484,1.5675168519868699,1.208524804734754,0.0,0.2935540069686411,67.60000000000001,4.609167128602449,map_016,0
sample_716dc9a4ec93990ed6a2,six_axis,True,True,True,True,False,False,True,True,False,0.43121258985837274,0.4342869274943943,1.1428774206566152,1.0420911501838335,0.0,0.3310104529616725,67.60000000000001,4.609510150007647,map_016,0
sample_f4289c3151cfe01ce06f,five_axis,True,True,True,True,False,False,True,True,False,0.8855552795775381,1.7372718484313818,2.062412344445611,1.9786043387218286,0.0,0.0,0.0,7.999476111078846,map_017,1
sample_797096d5d2774aab4784,unknown,True,True,True,True,False,False,False,False,False,0.26895685240959954,1.5354676923749395,2.031797864192505,1.9002827118201964,0.0,0.020829277788592563,43.0,7.999533673488538,map_017,0
sample_a113b0defa31cd005ea2,unknown,True,True,True,True,False,False,False,False,False,0.6463138806486652,1.5356642658173993,2.0198312093529713,1.918437681799971,0.0,0.0,0.0,7.999432789763585,map_017,0
sample_841201e513b8b1dd4c1b,unknown,True,True,True,True,False,False,False,False,False,0.2672439024355895,1.5352237424111452,2.031635241615426,1.9003088516328688,0.0,0.020731944714814095,42.799999999999955,7.999476111078846,map_017,0
sample_730291c80ff2bd3a5e35,unknown,True,True,True,True,False,False,False,False,False,0.2648481762379844,1.5346233071705988,2.03142366000279,1.9003612567429722,0.0,0.020731944714814095,42.799999999999955,7.999394480430118,map_017,0
sample_ae83f66ad89e13417b8d,unknown,True,True,True,True,False,False,False,False,False,0.6042725439866246,1.535705410611015,2.0183474697289725,1.918772953668765,0.0,0.0,0.0,7.999476126891798,map_017,0
sample_adb3f20fca5b53f5fa8b,unknown,True,True,True,True,False,False,False,False,False,0.2648481762379844,1.5346233071705988,2.03142366000279,1.9003612567429722,0.0,0.020731944714814095,42.799999999999955,7.999394480430118,map_017,0
sample_39f70e58ed3dc8f44612,unknown,True,True,True,True,False,False,False,False,False,0.2672439024355895,1.5352237424111452,2.031635241615426,1.9003088516328688,0.0,0.020731944714814095,42.799999999999955,7.999476111078846,map_017,0
sample_16c0894584c58a10e3b1,unknown,True,True,True,True,False,False,False,False,False,0.26895685240959954,1.5354676923749395,2.031797864192505,1.9002827118201964,0.0,0.020829277788592563,43.0,7.999533673488538,map_017,0
sample_19ebf4ad89de459fdeaf,unknown,True,True,True,True,False,False,False,False,False,0.26201852039101503,1.5338109636931845,2.0310915448257436,1.900193595783511,0.0,0.020537278567257154,42.399999999999864,7.9998101655181575,map_017,0
sample_dd70b069f15e3e706044,unknown,True,True,True,True,False,False,False,False,False,-1.329403997821284,-0.06482522297292156,0.4319720507588599,0.30043228823493845,0.11465836091103757,0.6115437025501266,169.60000000000002,4.8,map_017,1
sample_1c57e87162ea166611f8,unknown,True,True,True,True,False,False,False,False,False,0.4970491473415013,1.535663563803656,2.0284102017797965,1.9126940152360334,0.0,0.00019474196689386563,0.6000000000001364,7.999336501558265,map_017,1
sample_2e80ef727ad48183e720,five_axis,True,True,True,True,False,False,True,True,False,-0.9516848050497986,1.5610577877744158,2.1137876476608497,1.9808756199419144,0.007494398516572665,0.021015220582554277,30.200000000000045,7.184466808158563,map_018,0
sample_436bc4cfadf5515e5ce3,six_axis,True,True,True,True,False,False,True,True,False,-1.3280884850675383,1.3806289304969388,2.063936305411117,1.9436028524012934,0.0063388991960420535,0.01855287569573284,28.399999999999864,7.4239760751517485,map_018,0
sample_98842887add6be0bdd41,six_axis,True,True,True,True,False,False,True,True,False,-8.572018580751045,0.07828038417911498,0.5003107786804775,0.36697376258367437,0.04557968797797492,0.49977057204037934,341.2,4.8,map_018,0
sample_b102ca40cd0efd971165,six_axis,True,True,True,True,False,False,True,True,False,-8.572018580751045,0.07828038417911498,0.5003107786804775,0.36697376258367437,0.04557968797797492,0.49977057204037934,341.2,4.8,map_018,0
sample_671a98e62fca71f5bf81,unknown,True,True,True,True,False,False,False,False,False,-8.572018580751045,0.07828038417911498,0.5003107786804775,0.36697376258367437,0.04557968797797492,0.49977057204037934,341.2,4.8,map_018,0
sample_55e377c467a621ac068e,unknown,True,True,True,True,False,False,False,False,False,-4.087054833855209,1.296587899658532,2.0957130498439955,1.958732607344902,0.00440188431539115,0.0053285968028419185,9.200000000000045,7.964161065179559,map_018,0
sample_3d8ea664779973d60e18,unknown,True,True,True,True,False,False,False,False,False,-4.087054833855209,1.296587899658532,2.0957130498439955,1.958732607344902,0.00440188431539115,0.0053285968028419185,9.200000000000045,7.964161065179559,map_018,0
sample_a5927c45915a5889d1cd,unknown,True,True,True,True,False,False,False,False,False,-4.087054833855209,1.296587899658532,2.0957130498439955,1.958732607344902,0.00440188431539115,0.0053285968028419185,9.200000000000045,7.964161065179559,map_018,0
sample_9e9ace2e86f198fc7092,unknown,True,True,True,True,False,False,False,False,False,-4.087054833855209,1.296587899658532,2.0957130498439955,1.958732607344902,0.00440188431539115,0.0053285968028419185,9.200000000000045,7.964161065179559,map_018,0
sample_93425c46e773ab109048,five_axis,True,True,True,True,False,False,True,True,False,0.8188380228802963,0.9651120707014758,2.111843630552088,1.9359509822203596,0.0,0.0,0.0,7.423711699280602,map_019,1
sample_8a680d4bd18650a26ed5,unknown,True,True,True,True,False,False,False,False,False,0.7889389587811146,0.9189315455187832,2.1121438127578323,1.9320285010064895,0.0,0.0,0.0,7.4237162138245125,map_019,0
sample_ab1b18858b6aad92ee06,unknown,True,True,True,True,False,False,False,False,False,0.789032133239828,0.9189443760837864,2.1115195958629664,1.9302800243660703,0.0,0.0,0.0,7.42371693502432,map_019,0
sample_519728cba2d7bdfeae0e,unknown,True,True,True,True,False,False,False,False,False,1.0726201692197128,1.1224734440738577,2.1081354473853926,1.946705144901647,0.0,0.0,0.0,7.423659917973112,map_019,0
sample_182fdf2a794196bf15b9,unknown,True,True,True,True,False,False,False,False,False,0.7418876217371091,0.873995738056116,2.0664503821564466,1.9092688056219582,0.0,0.0,0.0,7.419159804827426,map_019,0
sample_42ec27b90056ff5e0868,unknown,True,True,True,True,False,False,False,False,False,0.6095536726123174,0.8854599642493902,2.0332833577194487,1.89786049963929,0.0,0.0,0.0,7.416283931871502,map_019,0
sample_84e55b770855f2d220e9,unknown,True,True,True,True,False,False,False,False,False,0.7644814652092029,0.891263345531288,2.083513284214611,1.9147959406946042,0.0,0.0,0.0,7.421995707543912,map_019,0
sample_4397b737ca50f5a653c7,unknown,True,True,True,True,False,False,False,False,False,-0.29223130613972437,-0.26403804755918525,0.5199984812634801,0.4316248097199286,0.06401303538175046,0.3230912476722533,123.20000000000005,4.8,map_019,0
sample_b0af96415d8ed39c688d,unknown,True,True,True,True,False,False,False,False,False,0.7891608891150188,0.9189736202645934,2.111540368599136,1.9272946297575106,0.0,0.0,0.0,7.423716941353727,map_019,0
sample_3b8da6914037a98350b7,unknown,True,True,True,True,False,False,False,False,False,0.7916937620976761,1.0566098056337254,2.1151056099280003,1.9512493489518494,0.0,0.0,0.0,7.417490602457709,map_019,1
sample_fdf942fe1a1d26d7d1e9,unknown,True,True,True,True,False,False,False,False,False,-0.29223130613972437,-0.26403804755918525,0.5199984812634801,0.4316248097199286,0.06401303538175046,0.3230912476722533,123.20000000000005,4.8,map_019,1
sample_47ada1933da2555c201f,unknown,True,True,True,True,False,False,False,False,False,0.6540298740816617,0.8814280175519532,2.0477885087583267,1.8262616013423565,0.0,0.0,0.0,7.422138006979159,map_019,1
sample_c44ac4e30745f7ab64a7,unknown,True,True,True,True,False,False,False,False,False,1.0774116031147207,1.1058665712858329,2.0615806111310713,1.9077383010788782,0.0,0.0,0.0,7.422005267603215,map_019,1
sample_e163819e95ebffa9b8d7,unknown,True,True,True,True,False,False,False,False,False,0.15456357849240288,0.3456354267784653,1.2055538284126086,1.2915235572371198,0.0,0.11214518380642159,47.80000000000001,7.423279142311429,map_019,1
sample_81cdc9c15f5d510f8e52,unknown,True,True,True,True,False,False,False,False,False,0.7526762478501738,0.9336969373666082,2.1130814107920277,1.9438774008204196,0.0,0.0,0.0,7.424329218827824,map_019,1
sample_dc354ceafd0a8399de62,unknown,True,True,True,True,False,False,False,False,False,0.54648498109399,0.879050885223478,1.8220077651995152,1.7187283374808033,0.0,0.0,0.0,7.415316767211011,map_019,1
sample_342efc6d323f47c27444,unknown,True,True,True,True,False,False,False,False,False,0.35255532668195944,0.9048887372418511,2.0823142386854476,1.8424674343438672,0.0,0.006054960409874243,5.400000000000006,7.41486970673691,map_019,1
sample_3cf21a3027da833922e5,five_axis,True,True,True,True,False,False,True,True,False,1.6060054112602995,1.6913196559555814,2.0732647600108773,2.0335979802226625,0.0,0.0,0.0,7.553688164358577,map_020,1
sample_899199f9bb30ad7da14f,unknown,True,True,True,True,False,False,False,False,False,1.2626268624849106,1.5347408728506193,1.911949884183325,1.8949973656230612,0.0,0.0,0.0,7.554245034013401,map_020,1
sample_bb957d95760bdf5aa347,unknown,True,True,True,True,False,False,False,False,False,1.3587695771928336,1.5771040526370503,2.0211646218285315,1.9783267273473943,0.0,0.0,0.0,7.553688149758662,map_020,1
sample_4bd3e5b8a831c36560cd,unknown,True,True,True,True,False,False,False,False,False,1.3117579724641724,1.531191577375238,2.0114748446150323,1.9656453163675798,0.0,0.0,0.0,7.5536811299510465,map_020,1
sample_6ec4094d10420391f4e2,unknown,True,True,True,True,False,False,False,False,False,-0.28718766170251797,-0.2038845297016867,0.4112976152668264,0.3419180837013898,0.12656062938258936,0.7492731315204378,264.20000000000005,4.8,map_020,1
sample_e8c0776dd4f3f879a05e,unknown,True,True,True,True,False,False,False,False,False,1.3107278235057862,1.5312381007174285,2.0114867188933245,1.9657729382365694,0.0,0.0,0.0,7.553681143227769,map_020,1
sample_921375a82a4b6a9c8be7,unknown,True,True,True,True,False,False,False,False,False,1.3107278235057862,1.5312381007174285,2.0114867188933245,1.9657729382365694,0.0,0.0,0.0,7.553681143227769,map_020,1
sample_393b68865f82ee8f4581,unknown,True,True,True,True,False,False,False,False,False,1.3807900757219849,1.6071717675261337,1.9431667880973793,1.938409041369513,0.0,0.0,0.0,7.558603016501973,map_020,1
sample_d5c4a8e91b3d75427770,five_axis,True,True,True,True,False,False,True,True,False,1.545562456644106,1.9666466250197772,2.11592674043383,2.0783570871739854,0.0,0.0,0.0,7.955940480654718,map_021,1
sample_b283b3167b21b3ccd08a,six_axis,True,True,True,True,False,False,True,True,False,1.1444323759827069,1.8632525652463146,2.1058234651002685,2.0504553541216066,0.0,0.0,0.0,7.99990488785644,map_021,0
sample_91707aee3cd7b58fa94a,six_axis,True,True,True,True,False,False,True,True,False,0.5469339889305636,1.7941829293075435,2.105528576265099,2.021950925180813,0.0,0.0,0.0,7.925495376434933,map_021,1
sample_d4af17d31abac9e4ec8b,five_axis,True,True,True,True,True,True,True,True,True,0.6961694238048457,1.2554561757547662,2.0969952528141738,1.9435361312505919,0.0,0.0,0.0,7.999988407461178,map_022,1
sample_3e15bf056b1b074b5e44,five_axis,True,True,True,True,False,False,True,True,False,-1.0691552009584506,1.8024711269246374,2.114722160919376,2.0369845661408483,0.00415591860131843,0.010318142734307825,7.934340914699305,7.999950119688439,map_022,1
sample_8729a86163945f79f015,five_axis,True,True,True,True,True,True,True,True,True,0.6961694238048457,1.2554561757547662,2.0969952528141738,1.9435361312505919,0.0,0.0,0.0,7.999988407461178,map_022,1
